"Entity/Table Name","Entity/Table Physical_Name","Comment","Definition","Attribute/Column Name","Attribute/Column Physical_Name","Attribute.Physical.SPI_CLASSIFICATION","Comment","Definition","Is FK","Is PK","Logical Data Type","Physical Data Type"
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,ALLOTHERCLASSINDICATOR,ALLOTHERCLASSINDICATOR,Confidential,"Indicator specifying assignment of the ""all other"" rate class to a vehicle.
","Indicator specifying assignment of the ""all other"" rate class to a vehicle.
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,ANNUALMILEAGERANGE,ANNUALMILEAGERANGE,Confidential,"Code identifying the range of miles driven annually with the vehicle. The rating process derives the range based on state, company and line of business.
","Code identifying the range of miles driven annually with the vehicle. The rating process derives the range based on state, company and line of business.
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,BUSINESSUSAGEPERCENTAGE,BUSINESSUSAGEPERCENTAGE,Confidential,"Percentage of miles the vehicle is driven for business related activities.
","Percentage of miles the vehicle is driven for business related activities.
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,BUSINESSUSAGETYPE,BUSINESSUSAGETYPE,Confidential,"Code specifying how the vehicle is used for business purposes (e.g., pizza delivery).
","Code specifying how the vehicle is used for business purposes (e.g., pizza delivery).
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,CALCULATEDCOMMUTEMILEAGE,CALCULATEDCOMMUTEMILEAGE,Confidential,"Number identifying the total number of commuting miles per year based on the values entered by the user for days to work/school and miles to work/school.
","Number identifying the total number of commuting miles per year based on the values entered by the user for days to work/school and miles to work/school.
",false,false,"NUMBER(38,0)","NUMBER(38,0)"
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,DAYSTOSCHOOL,DAYSTOSCHOOL,Confidential,"Number of days of the week the vehicle is driven to school.
","Number of days of the week the vehicle is driven to school.
",false,false,"NUMBER(38,0)","NUMBER(38,0)"
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,DAYSTOWORK,DAYSTOWORK,Confidential,"Number of days of the week the vehicle is driven to work.
","Number of days of the week the vehicle is driven to work.
",false,false,"NUMBER(38,0)","NUMBER(38,0)"
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,EXCESSVEHICLEINDICATOR,EXCESSVEHICLEINDICATOR,Confidential,"Indicator specifying if, in the driver to vehicle assignment logic, the vehicle had no driver assigned to it and therefore the vehicle is an 'excess vehicle'.
","Indicator specifying if, in the driver to vehicle assignment logic, the vehicle had no driver assigned to it and therefore the vehicle is an 'excess vehicle'.
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,ISACCEPTABLEBUSINESSUSAGE,ISACCEPTABLEBUSINESSUSAGE,Confidential,"Indicates if vehicle usage is acceptable(Yes) or Unacceptable(No). If unacceptable a task to underwriting will be created to non-renew or cause cancel the policy
","Indicates if vehicle usage is acceptable(Yes) or Unacceptable(No). If unacceptable a task to underwriting will be created to non-renew or cause cancel the policy
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,ISVEHICLEELIGIBLE,ISVEHICLEELIGIBLE,Confidential,"Indicates if vehicle usage is acceptable(Yes) or Unacceptable(No). If unacceptable a task to underwriting will be created to non-renew or cause cancel the policyThis field is to determine if the vehicle is eligible for DVA (Driver Vehicle Assignment). This field will be used for ADC internal purposes. There are rules that will set the value of the IsVehicleEligible indicator.

","Indicates if vehicle usage is acceptable(Yes) or Unacceptable(No). If unacceptable a task to underwriting will be created to non-renew or cause cancel the policyThis field is to determine if the vehicle is eligible for DVA (Driver Vehicle Assignment). This field will be used for ADC internal purposes. There are rules that will set the value of the IsVehicleEligible indicator.

",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,MILESTOSCHOOL,MILESTOSCHOOL,Confidential,"Number of miles the vehicle is driven to school, one way.
","Number of miles the vehicle is driven to school, one way.
",false,false,"NUMBER(38,0)","NUMBER(38,0)"
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,MILESTOWORK,MILESTOWORK,Confidential,"Number of miles the vehicle is driven to work, one way.
","Number of miles the vehicle is driven to work, one way.
",false,false,"NUMBER(38,0)","NUMBER(38,0)"
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,ESTIMATEDANNUALMILEAGER,ESTIMATEDANNUALMILEAGE,Confidential,"Number identifying the policyholder's estimate of the number of miles that will be driven in the current year.
","Number identifying the policyholder's estimate of the number of miles that will be driven in the current year.
",false,false,INTEGER,"NUMBER(38,0)"
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,ODOMETERREADING,ODOMETERREADING,Confidential,"Amount of the current odometer reading for this vehicle.
","Amount of the current odometer reading for this vehicle.
",false,false,INTEGER,"NUMBER(38,0)"
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,ODOMETERDATE,ODOMETERDATE,Confidential,Date specifying when the current odometer reading was taken.,Date specifying when the current odometer reading was taken.,false,false,DATE,DATE
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,PRIORTERMANNUALMILEAGE,PRIORTERMANNUALMILEAGE,Confidential,"Number from the prior policy term identifying the policyholder's prior estimate of the number of annual miles that would be driven.
","Number from the prior policy term identifying the policyholder's prior estimate of the number of annual miles that would be driven.
",false,false,"NUMBER(38,0)","NUMBER(38,0)"
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,RATINGVEHICLEUSE,RATINGVEHICLEUSE,Confidential,"Code that classifies the use of a vehicle.
","Code that classifies the use of a vehicle.
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,RVDAYSOFUSE,RVDAYSOFUSE,Confidential,"Number of days that the customer occupies the RV during the year.
","Number of days that the customer occupies the RV during the year.
",false,false,"NUMBER(38,0)","NUMBER(38,0)"
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,USAGE,USAGE,Confidential,"Code identifying the principal reason a vehicle is driven; e.g., the vehicle is driven for business or vanpool purposes.
","Code identifying the principal reason a vehicle is driven; e.g., the vehicle is driven for business or vanpool purposes.
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,WASUSAGECHANGED,WASUSAGECHANGED,Confidential,"A new field added in ADC model to track vehicle usage changes. 
","A new field added in ADC model to track vehicle usage changes. 
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE_VINSYMBOL_PII,SAT_PEAK_VEHICLE_VINSYMBOL_PII,Satellite containing sensitive descriptive columns related to a vehicle.,Satellite containing sensitive descriptive columns related to a vehicle.,LOAD_TIMESTAMP,LOAD_TIMESTAMP,Confidential,Time and date the record was loaded into the table.,Time and date the record was loaded into the table.,false,true,TIMESTAMP,TIMESTAMP
SAT_PEAK_VEHICLE_VINSYMBOL_PII,SAT_PEAK_VEHICLE_VINSYMBOL_PII,Satellite containing sensitive descriptive columns related to a vehicle.,Satellite containing sensitive descriptive columns related to a vehicle.,POLICY_TRANSACTION_INSURES_VEHICLE_HK,POLICY_TRANSACTION_INSURES_VEHICLE_HK,Confidential,Hash key of the natural key for the associated table/concept/domain/subject area  in the source system.,Hash key of the natural key for the associated table/concept/domain/subject area  in the source system.,true,true,BINARY(16),BINARY(16)
SAT_PEAK_VEHICLE_VINSYMBOL_PII,SAT_PEAK_VEHICLE_VINSYMBOL_PII,Satellite containing sensitive descriptive columns related to a vehicle.,Satellite containing sensitive descriptive columns related to a vehicle.,EFFECTIVE_TIMESTAMP,EFFECTIVE_TIMESTAMP,Confidential,Should be set to beginning of day (time) when being set for a specific date.,Should be set to beginning of day (time) when being set for a specific date.,false,false,TIMESTAMP,TIMESTAMP
SAT_PEAK_VEHICLE_VINSYMBOL_PII,SAT_PEAK_VEHICLE_VINSYMBOL_PII,Satellite containing sensitive descriptive columns related to a vehicle.,Satellite containing sensitive descriptive columns related to a vehicle.,HASHDIFF,HASHDIFF,Confidential,Checksum value used to detect record level changes in the source system for values stored in the satellite target table. Should always include the hash key (HK) for the record from the hub table as well as all descriptive (non data vault specific metadata fields) in the satellite table. For a list of all satellite fields which should be included in the hashdiff of the table look at the UDP named INCLUDE_IN_HASHDIFF. If it is set to true then it shoudl be included else it is not included.,Checksum value used to detect record level changes in the source system for values stored in the satellite target table. Should always include the hash key (HK) for the record from the hub table as well as all descriptive (non data vault specific metadata fields) in the satellite table. For a list of all satellite fields which should be included in the hashdiff of the table look at the UDP named INCLUDE_IN_HASHDIFF. If it is set to true then it shoudl be included else it is not included.,false,false,BINARY(16),BINARY(16)
SAT_PEAK_VEHICLE_VINSYMBOL_PII,SAT_PEAK_VEHICLE_VINSYMBOL_PII,Satellite containing sensitive descriptive columns related to a vehicle.,Satellite containing sensitive descriptive columns related to a vehicle.,RECORD_SOURCE,RECORD_SOURCE,Confidential,"Manually assigned text value representing the data source from which the record originated. Ex - PEAK, OASIS, RATABASE, ATLAS, etc.","Manually assigned text value representing the data source from which the record originated. Ex - PEAK, OASIS, RATABASE, ATLAS, etc.",false,false,VARCHAR(100),VARCHAR(100)
SAT_PEAK_VEHICLE_VINSYMBOL_PII,SAT_PEAK_VEHICLE_VINSYMBOL_PII,Satellite containing sensitive descriptive columns related to a vehicle.,Satellite containing sensitive descriptive columns related to a vehicle.,VEHICLE_IDENTIFICATION_NUMBER,VIN,Restricted General - PII Partial,"A 17-digit number assigned to each vehicle manufactured in the United States after 1980. This number is used for identification purposes and is visible on the dashboard when viewed from the outside of the vehicle.
The expansion of the acronym is: Vehicle Identification Number.","A 17-digit number assigned to each vehicle manufactured in the United States after 1980. This number is used for identification purposes and is visible on the dashboard when viewed from the outside of the vehicle.
The expansion of the acronym is: Vehicle Identification Number.",false,false,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,LOAD_TIMESTAMP,LOAD_TIMESTAMP,Confidential,,,false,true,TIMESTAMP,TIMESTAMP
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,POLICY_TRANSACTION_INSURES_VEHICLE_HK,POLICY_TRANSACTION_INSURES_VEHICLE_HK,Confidential,Hash key of the natural key for the associated table/concept/domain/subject area  in the source system.,Hash key of the natural key for the associated table/concept/domain/subject area  in the source system.,true,true,BINARY(16),BINARY(16)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,HASHDIFF,HASHDIFF,Confidential,Checksum value used to detect record level changes in the source system for values stored in the satellite target table. Should always include the hash key (HK) for the record from the hub table as well as all descriptive (non data vault specific metadata fields) in the satellite table. For a list of all satellite fields which should be included in the hashdiff of the table look at the UDP named INCLUDE_IN_HASHDIFF. If it is set to true then it shoudl be included else it is not included.,Checksum value used to detect record level changes in the source system for values stored in the satellite target table. Should always include the hash key (HK) for the record from the hub table as well as all descriptive (non data vault specific metadata fields) in the satellite table. For a list of all satellite fields which should be included in the hashdiff of the table look at the UDP named INCLUDE_IN_HASHDIFF. If it is set to true then it shoudl be included else it is not included.,false,false,BINARY(16),BINARY(16)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,EFFECTIVE_TIMESTAMP,EFFECTIVE_TIMESTAMP,Confidential,Should be set to beginning of day (time) when being set for a specific date.,Should be set to beginning of day (time) when being set for a specific date.,false,false,TIMESTAMP,TIMESTAMP
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,RECORD_SOURCE,RECORD_SOURCE,Confidential,"Manually assigned text value representing the data source from which the record originated. Ex - PEAK, OASIS, RATABASE, ATLAS, etc.","Manually assigned text value representing the data source from which the record originated. Ex - PEAK, OASIS, RATABASE, ATLAS, etc.",false,false,VARCHAR(100),VARCHAR(100)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,BUSINESSOWNERCLIENTKEY,BUSINESSOWNERCLIENTKEY,Confidential,"Uniquely identifies a Business Owner Client to establish a relationship between the vehicle on the policy and its business owner.
","Uniquely identifies a Business Owner Client to establish a relationship between the vehicle on the policy and its business owner.
",false,false,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,BUSINESSOWNERINDICATOR,BUSINESSOWNERINDICATOR,Confidential,"Indicator specifying whether or not a vehicle is owned by a business. 
","Indicator specifying whether or not a vehicle is owned by a business. 
",false,false,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,CONTENTSVALUE,CONTENTSVALUE,Confidential,"Value of the vehicle's contents as stated by the customer. Used for rating specific coverages, such as PE and PECA. This field is only updateable when the vehicle type is Motor Home, Trailer or Mobile Home. Value List, complete: N, where N is a number from 1 - 999999 0 = Not applicable (default).
","Value of the vehicle's contents as stated by the customer. Used for rating specific coverages, such as PE and PECA. This field is only updateable when the vehicle type is Motor Home, Trailer or Mobile Home. Value List, complete: N, where N is a number from 1 - 999999 0 = Not applicable (default).
",false,false,INTEGER,FLOAT
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,COOWNER,COOWNER,Confidential,"Number of the driver who is a registered co-owner of this vehicle.
","Number of the driver who is a registered co-owner of this vehicle.
",false,false,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,COSTNEW,COSTNEW,Confidential,"Suggested retail price of the vehicle, less taxes and tags, if purchased brand new. The policyholder, dealer, or bill of sale may provide this information.
","Suggested retail price of the vehicle, less taxes and tags, if purchased brand new. The policyholder, dealer, or bill of sale may provide this information.
",false,false,INTEGER,FLOAT
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,DATA_ID,DATA_ID,Confidential,,,false,false,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,INCLUDEDELETED,INCLUDEDELETED,Confidential,,,false,false,CHAR(18),BOOLEAN
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,ISNEWVEHICLE,ISNEWVEHICLE,Confidential,"Indicator specifying whether or not a vehicle is New. This value will be set based on vehicle information collected.
","Indicator specifying whether or not a vehicle is New. This value will be set based on vehicle information collected.
",false,false,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,LINE_CHANGE,LINE_CHANGE,Confidential,,,false,false,INTEGER,FLOAT
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,LINE_ID,LINE_ID,Confidential,,,false,false,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,LINE_WRITTEN,LINE_WRITTEN,Confidential,,,false,false,INTEGER,FLOAT
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,ORIGINALOWNER,ORIGINALOWNER,Confidential,"Indicator recognizing whether the driver identified as the owner of the vehicle is the first possessor of the vehicle. No value is acceptable. Value list, complete: Yes (Owner is the vehicle’s initial possessor. Equivalent legacy value – 01) No (For Massachusetts, owner is not the vehicle’s initial possessor. For all other states, this element is not applicable (default). Equivalent legacy value – 99)
","Indicator recognizing whether the driver identified as the owner of the vehicle is the first possessor of the vehicle. No value is acceptable. Value list, complete: Yes (Owner is the vehicle’s initial possessor. Equivalent legacy value – 01) No (For Massachusetts, owner is not the vehicle’s initial possessor. For all other states, this element is not applicable (default). Equivalent legacy value – 99)
",false,false,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,OWNER,OWNER,Confidential,"Number of the driver who is a registered owner of this vehicle; i.e., Registered Owner.
","Number of the driver who is a registered owner of this vehicle; i.e., Registered Owner.
",false,false,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,OWNERSHIPTYPE,OWNERSHIPTYPE,Confidential,"""OwnershipType
Identifies if the vehicle is financed, leased or owned.""
","""OwnershipType
Identifies if the vehicle is financed, leased or owned.""
",false,false,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,POLICYREADONLYHISTORYID,POLICYREADONLYHISTORYID,Confidential,"This is the primary key of the ADC history table; at Geico, there is no equivalent field.Unique identifier to retrieve this business transaction's historical data from the DuckCreek database. This ID is globally unique can be used to retrieve data from a specificPolicy contract point in time via the Policy API. The history ID and the data associatedto a policy image indexed by the history ID is always unique. When an out-of-sequenceevent occurs, this history ID stays unchanged, other than it being marked as ""deprecated""or no longer applying (represented by an ""offset"" event message). When the automatic OOSreconciliation process occurs, a new history ID will represent the modified history asan ""onset"" event. 
","This is the primary key of the ADC history table; at Geico, there is no equivalent field.Unique identifier to retrieve this business transaction's historical data from the DuckCreek database. This ID is globally unique can be used to retrieve data from a specificPolicy contract point in time via the Policy API. The history ID and the data associatedto a policy image indexed by the history ID is always unique. When an out-of-sequenceevent occurs, this history ID stays unchanged, other than it being marked as ""deprecated""or no longer applying (represented by an ""offset"" event message). When the automatic OOSreconciliation process occurs, a new history ID will represent the modified history asan ""onset"" event. 
",false,false,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,POLICY_ID,POLICY_ID,Confidential,Unique GUID generated in ADC for policy node. This GUID will not change throughout the policy life. This field is for ADC internal usage and there is no equivalent field at Geico Oasis model.  ,Unique GUID generated in ADC for policy node. This GUID will not change throughout the policy life. This field is for ADC internal usage and there is no equivalent field at Geico Oasis model.  ,false,false,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,POLICY_NUMBER,POLICY_NUMBER,Confidential,"Number assigned to a policy. It is unique and is printed on the DEC page to identify the policy to the policyholder. This is duplicated on purpose so that this information will be included when publishing the policy change event for downstream.
","Number assigned to a policy. It is unique and is printed on the DEC page to identify the policy to the policyholder. This is duplicated on purpose so that this information will be included when publishing the policy change event for downstream.
",false,false,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,PRODUCTKIND,PRODUCTKIND,Confidential,"This is a new field as part of the modernization process. This is the insurance product under which the policy is written with. Under the new moderrnization, the possible insurance products are Auto, Cycle, Umbrella, etc.	","This is a new field as part of the modernization process. This is the insurance product under which the policy is written with. Under the new moderrnization, the possible insurance products are Auto, Cycle, Umbrella, etc.	",false,false,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,PURCHASEDATE,PURCHASEDATE,Confidential,"Date when the vehicle was purchased.
","Date when the vehicle was purchased.
",false,false,DATE,DATE
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,PURCHASEPRICE,PURCHASEPRICE,Confidential,"Amount paid to buy (purchase) a 'Recreational Vehicle' (RV), in whole dollars.
","Amount paid to buy (purchase) a 'Recreational Vehicle' (RV), in whole dollars.
",false,false,INTEGER,FLOAT
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,REGISTEREDSTATE,REGISTEREDSTATE,Confidential,"Code identifying the state in which the vehicle is registered.
","Code identifying the state in which the vehicle is registered.
",false,false,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,REGISTRATIONOWNERSHIP_DELETED,REGISTRATIONOWNERSHIP_DELETED,Confidential,An indicator identifying whether this named object is deleted from the policy and it will be removed from the manuscript during renewal time if it is set to true.  ,An indicator identifying whether this named object is deleted from the policy and it will be removed from the manuscript during renewal time if it is set to true.  ,false,false,CHAR(18),BOOLEAN
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,REGISTRATIONOWNERSHIP_ID,REGISTRATIONOWNERSHIP_ID,Confidential,Unique GUID generated in ADC for registration ownership node. This GUID will not change throughout the policy life. This field is for ADC internal usage and there is no equivalent field at Geico Oasis model.,Unique GUID generated in ADC for registration ownership node. This GUID will not change throughout the policy life. This field is for ADC internal usage and there is no equivalent field at Geico Oasis model.,false,false,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,RETRIEVEPOLICY_ID,RETRIEVEPOLICY_ID,Confidential,,,false,false,VARCHAR(20),VARCHAR(16777216)
