Entity/Table Name,Entity/Table Physical_Name,Comment,Definition,Attribute/Column Name,Attribute/Column Physical_Name,Comment,Definition,Is FK,Is PK,Logical Data Type,Physical Data Type
SAT_PEAK_RISK_COVERAGE,SAT_PEAK_RISK_COVERAGE,Satellite containing descriptive columns related to a vehicle coverage.,Satellite containing descriptive columns related to a vehicle coverage.,REASONAMENDMENTCODE,REASONAMENDMENTCODE,,,FALSE,FALSE,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_RISK_COVERAGE,SAT_PEAK_RISK_COVERAGE,Satellite containing descriptive columns related to a vehicle coverage.,Satellite containing descriptive columns related to a vehicle coverage.,RETRIEVEPOLICY_ID,RETRIEVEPOLICY_ID,,,FALSE,FALSE,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_RISK_COVERAGE,SAT_PEAK_RISK_COVERAGE,Satellite containing descriptive columns related to a vehicle coverage.,Satellite containing descriptive columns related to a vehicle coverage.,RISK_DELETED,RISK_DELETED,,,FALSE,FALSE,CHAR(18),BOOLEAN
SAT_PEAK_RISK_COVERAGE,SAT_PEAK_RISK_COVERAGE,Satellite containing descriptive columns related to a vehicle coverage.,Satellite containing descriptive columns related to a vehicle coverage.,RISK_ID,RISK_ID,,,FALSE,FALSE,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_RISK_COVERAGE,SAT_PEAK_RISK_COVERAGE,Satellite containing descriptive columns related to a vehicle coverage.,Satellite containing descriptive columns related to a vehicle coverage.,TYPE,TYPE,,,FALSE,FALSE,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_RISK_COVERAGE,SAT_PEAK_RISK_COVERAGE,Satellite containing descriptive columns related to a vehicle coverage.,Satellite containing descriptive columns related to a vehicle coverage.,WRITTEN,WRITTEN,,,FALSE,FALSE,INTEGER,FLOAT
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,POLICY_INSURES_VEHICLE_HK,POLICY_INSURES_VEHICLE_HK,Hash key of the natural key for the associated table/concept/domain/subject area  in the source system.,Hash key of the natural key for the associated table/concept/domain/subject area  in the source system.,TRUE,TRUE,BINARY(16),BINARY(16)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,LOAD_TIMESTAMP,LOAD_TIMESTAMP,,,FALSE,TRUE,TIMESTAMP,TIMESTAMP
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,HASHDIFF,HASHDIFF,Checksum value used to detect record level changes in the source system for values stored in the satellite target table. Should always include the hash key (HK) for the record from the hub table as well as all descriptive (non data vault specific metadata fields) in the satellite table. For a list of all satellite fields which should be included in the hashdiff of the table look at the UDP named INCLUDE_IN_HASHDIFF. If it is set to true then it shoudl be included else it is not included.,Checksum value used to detect record level changes in the source system for values stored in the satellite target table. Should always include the hash key (HK) for the record from the hub table as well as all descriptive (non data vault specific metadata fields) in the satellite table. For a list of all satellite fields which should be included in the hashdiff of the table look at the UDP named INCLUDE_IN_HASHDIFF. If it is set to true then it shoudl be included else it is not included.,FALSE,FALSE,BINARY(16),BINARY(16)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,EFFECTIVE_TIMESTAMP,EFFECTIVE_TIMESTAMP,Should be set to beginning of day (time) when being set for a specific date.,Should be set to beginning of day (time) when being set for a specific date.,FALSE,FALSE,TIMESTAMP,TIMESTAMP
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,RECORD_SOURCE,RECORD_SOURCE,"Manually assigned text value representing the data source from which the record originated. Ex - PEAK, OASIS, RATABASE, ATLAS, etc.","Manually assigned text value representing the data source from which the record originated. Ex - PEAK, OASIS, RATABASE, ATLAS, etc.",FALSE,FALSE,VARCHAR(100),VARCHAR(100)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,TRANSACTION_HK,TRANSACTION_HK,Foreign key to SAT_PEAK_TRANSACTION,Foreign key to SAT_PEAK_TRANSACTION,FALSE,FALSE,BINARY(16),BINARY(16)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,POLICY_NUMBER,POLICY_NUMBER,,,FALSE,FALSE,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,POLICYREADONLYHISTORYID,POLICYREADONLYHISTORYID,,,FALSE,FALSE,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,INCLUDEDELETED,INCLUDEDELETED,,,FALSE,FALSE,BOOLEAN,BOOLEAN
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,PRODUCTKIND,PRODUCTKIND,,,FALSE,FALSE,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,RETRIEVEPOLICY_ID,RETRIEVEPOLICY_ID,,,FALSE,FALSE,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,DATA_ID,DATA_ID,,,FALSE,FALSE,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,POLICY_ID,POLICY_ID,,,FALSE,FALSE,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,LINE_ID,LINE_ID,,,FALSE,FALSE,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,LINE_CHANGE,LINE_CHANGE,,,FALSE,FALSE,FLOAT,FLOAT
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,LINE_WRITTEN,LINE_WRITTEN,,,FALSE,FALSE,FLOAT,FLOAT
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,RISK_ID,RISK_ID,,,FALSE,FALSE,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,RISK_DELETED,RISK_DELETED,,,FALSE,FALSE,BOOLEAN,BOOLEAN
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,VEHICLE_ID,VEHICLE_ID,,,FALSE,FALSE,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,VEHICLE_DELETED,VEHICLE_DELETED,,,FALSE,FALSE,BOOLEAN,BOOLEAN
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,USAGEDETAILS_ID,USAGEDETAILS_ID,,,FALSE,FALSE,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,USAGEDETAILS_DELETED,USAGEDETAILS_DELETED,,,FALSE,FALSE,BOOLEAN,BOOLEAN
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,ALLOTHERCLASSINDICATOR,ALLOTHERCLASSINDICATOR,,,FALSE,FALSE,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,ANNUALMILEAGERANGE,ANNUALMILEAGERANGE,,,FALSE,FALSE,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,BUSINESSUSAGEPERCENTAGE,BUSINESSUSAGEPERCENTAGE,,,FALSE,FALSE,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,BUSINESSUSAGETYPE,BUSINESSUSAGETYPE,,,FALSE,FALSE,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,CALCULATEDCOMMUTEMILEAGE,CALCULATEDCOMMUTEMILEAGE,,,FALSE,FALSE,"NUMBER(38,0)","NUMBER(38,0)"
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,DAYSTOSCHOOL,DAYSTOSCHOOL,,,FALSE,FALSE,"NUMBER(38,0)","NUMBER(38,0)"
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,DAYSTOWORK,DAYSTOWORK,,,FALSE,FALSE,"NUMBER(38,0)","NUMBER(38,0)"
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,EXCESSVEHICLEINDICATOR,EXCESSVEHICLEINDICATOR,,,FALSE,FALSE,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,ISACCEPTABLEBUSINESSUSAGE,ISACCEPTABLEBUSINESSUSAGE,,,FALSE,FALSE,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,ISVEHICLEELIGIBLE,ISVEHICLEELIGIBLE,,,FALSE,FALSE,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,MILESTOSCHOOL,MILESTOSCHOOL,,,FALSE,FALSE,"NUMBER(38,0)","NUMBER(38,0)"
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,MILESTOWORK,MILESTOWORK,,,FALSE,FALSE,"NUMBER(38,0)","NUMBER(38,0)"
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,ESTIMATEDANNUALMILEAGER,ESTIMATEDANNUALMILEAGE,,,FALSE,FALSE,INTEGER,"NUMBER(38,0)"
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,ODOMETERREADING,ODOMETERREADING,,,FALSE,FALSE,INTEGER,"NUMBER(38,0)"
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,ODOMETERDATE,ODOMETERDATE,,,FALSE,FALSE,DATE,DATE
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,PRIORTERMANNUALMILEAGE,PRIORTERMANNUALMILEAGE,,,FALSE,FALSE,"NUMBER(38,0)","NUMBER(38,0)"
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,RATINGVEHICLEUSE,RATINGVEHICLEUSE,,,FALSE,FALSE,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,RVDAYSOFUSE,RVDAYSOFUSE,,,FALSE,FALSE,"NUMBER(38,0)","NUMBER(38,0)"
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,USAGE,USAGE,,,FALSE,FALSE,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE_USAGEDETAILS,SAT_PEAK_VEHICLE_USAGEDETAILS,Satellite containing descriptive columns related to an insured vehicle.,Satellite containing descriptive columns related to an insured vehicle.,WASUSAGECHANGED,WASUSAGECHANGED,,,FALSE,FALSE,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_VEHICLE_VINSYMBOL_PII,SAT_PEAK_VEHICLE_VINSYMBOL_PII,Satellite containing sensitive descriptive columns related to a vehicle.,Satellite containing sensitive descriptive columns related to a vehicle.,LOAD_TIMESTAMP,LOAD_TIMESTAMP,,,FALSE,TRUE,TIMESTAMP,TIMESTAMP
SAT_PEAK_VEHICLE_VINSYMBOL_PII,SAT_PEAK_VEHICLE_VINSYMBOL_PII,Satellite containing sensitive descriptive columns related to a vehicle.,Satellite containing sensitive descriptive columns related to a vehicle.,POLICY_INSURES_VEHICLE_HK,POLICY_INSURES_VEHICLE_HK,Hash key of the natural key for the associated table/concept/domain/subject area  in the source system.,Hash key of the natural key for the associated table/concept/domain/subject area  in the source system.,TRUE,TRUE,BINARY(16),BINARY(16)
SAT_PEAK_VEHICLE_VINSYMBOL_PII,SAT_PEAK_VEHICLE_VINSYMBOL_PII,Satellite containing sensitive descriptive columns related to a vehicle.,Satellite containing sensitive descriptive columns related to a vehicle.,EFFECTIVE_TIMESTAMP,EFFECTIVE_TIMESTAMP,Should be set to beginning of day (time) when being set for a specific date.,Should be set to beginning of day (time) when being set for a specific date.,FALSE,FALSE,TIMESTAMP,TIMESTAMP
SAT_PEAK_VEHICLE_VINSYMBOL_PII,SAT_PEAK_VEHICLE_VINSYMBOL_PII,Satellite containing sensitive descriptive columns related to a vehicle.,Satellite containing sensitive descriptive columns related to a vehicle.,HASHDIFF,HASHDIFF,Checksum value used to detect record level changes in the source system for values stored in the satellite target table. Should always include the hash key (HK) for the record from the hub table as well as all descriptive (non data vault specific metadata fields) in the satellite table. For a list of all satellite fields which should be included in the hashdiff of the table look at the UDP named INCLUDE_IN_HASHDIFF. If it is set to true then it shoudl be included else it is not included.,Checksum value used to detect record level changes in the source system for values stored in the satellite target table. Should always include the hash key (HK) for the record from the hub table as well as all descriptive (non data vault specific metadata fields) in the satellite table. For a list of all satellite fields which should be included in the hashdiff of the table look at the UDP named INCLUDE_IN_HASHDIFF. If it is set to true then it shoudl be included else it is not included.,FALSE,FALSE,BINARY(16),BINARY(16)
SAT_PEAK_VEHICLE_VINSYMBOL_PII,SAT_PEAK_VEHICLE_VINSYMBOL_PII,Satellite containing sensitive descriptive columns related to a vehicle.,Satellite containing sensitive descriptive columns related to a vehicle.,RECORD_SOURCE,RECORD_SOURCE,"Manually assigned text value representing the data source from which the record originated. Ex - PEAK, OASIS, RATABASE, ATLAS, etc.","Manually assigned text value representing the data source from which the record originated. Ex - PEAK, OASIS, RATABASE, ATLAS, etc.",FALSE,FALSE,VARCHAR(100),VARCHAR(100)
SAT_PEAK_VEHICLE_VINSYMBOL_PII,SAT_PEAK_VEHICLE_VINSYMBOL_PII,Satellite containing sensitive descriptive columns related to a vehicle.,Satellite containing sensitive descriptive columns related to a vehicle.,TRANSACTION_HK,TRANSACTION_HK,Foreign key to SAT_PEAK_TRANSACTION,Foreign key to SAT_PEAK_TRANSACTION,FALSE,FALSE,BINARY(16),BINARY(16)
SAT_PEAK_VEHICLE_VINSYMBOL_PII,SAT_PEAK_VEHICLE_VINSYMBOL_PII,Satellite containing sensitive descriptive columns related to a vehicle.,Satellite containing sensitive descriptive columns related to a vehicle.,VEHICLE_IDENTIFICATION_NUMBER,VIN,,,FALSE,FALSE,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,LOAD_TIMESTAMP,LOAD_TIMESTAMP,,,FALSE,TRUE,TIMESTAMP,TIMESTAMP
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,POLICY_INSURES_VEHICLE_HK,POLICY_INSURES_VEHICLE_HK,Hash key of the natural key for the associated table/concept/domain/subject area  in the source system.,Hash key of the natural key for the associated table/concept/domain/subject area  in the source system.,TRUE,TRUE,BINARY(16),BINARY(16)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,HASHDIFF,HASHDIFF,Checksum value used to detect record level changes in the source system for values stored in the satellite target table. Should always include the hash key (HK) for the record from the hub table as well as all descriptive (non data vault specific metadata fields) in the satellite table. For a list of all satellite fields which should be included in the hashdiff of the table look at the UDP named INCLUDE_IN_HASHDIFF. If it is set to true then it shoudl be included else it is not included.,Checksum value used to detect record level changes in the source system for values stored in the satellite target table. Should always include the hash key (HK) for the record from the hub table as well as all descriptive (non data vault specific metadata fields) in the satellite table. For a list of all satellite fields which should be included in the hashdiff of the table look at the UDP named INCLUDE_IN_HASHDIFF. If it is set to true then it shoudl be included else it is not included.,FALSE,FALSE,BINARY(16),BINARY(16)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,EFFECTIVE_TIMESTAMP,EFFECTIVE_TIMESTAMP,Should be set to beginning of day (time) when being set for a specific date.,Should be set to beginning of day (time) when being set for a specific date.,FALSE,FALSE,TIMESTAMP,TIMESTAMP
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,RECORD_SOURCE,RECORD_SOURCE,"Manually assigned text value representing the data source from which the record originated. Ex - PEAK, OASIS, RATABASE, ATLAS, etc.","Manually assigned text value representing the data source from which the record originated. Ex - PEAK, OASIS, RATABASE, ATLAS, etc.",FALSE,FALSE,VARCHAR(100),VARCHAR(100)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,TRANSACTION_HK,TRANSACTION_HK,Foreign key to SAT_PEAK_TRANSACTION,Foreign key to SAT_PEAK_TRANSACTION,FALSE,FALSE,BINARY(16),BINARY(16)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,BUSINESSOWNERCLIENTKEY,BUSINESSOWNERCLIENTKEY,,,FALSE,FALSE,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,BUSINESSOWNERINDICATOR,BUSINESSOWNERINDICATOR,,,FALSE,FALSE,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,CONTENTSVALUE,CONTENTSVALUE,,,FALSE,FALSE,INTEGER,FLOAT
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,COOWNER,COOWNER,,,FALSE,FALSE,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,COSTNEW,COSTNEW,,,FALSE,FALSE,INTEGER,FLOAT
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,DATA_ID,DATA_ID,,,FALSE,FALSE,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,INCLUDEDELETED,INCLUDEDELETED,,,FALSE,FALSE,CHAR(18),BOOLEAN
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,ISNEWVEHICLE,ISNEWVEHICLE,,,FALSE,FALSE,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,LINE_CHANGE,LINE_CHANGE,,,FALSE,FALSE,INTEGER,FLOAT
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,LINE_ID,LINE_ID,,,FALSE,FALSE,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,LINE_WRITTEN,LINE_WRITTEN,,,FALSE,FALSE,INTEGER,FLOAT
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,ORIGINALOWNER,ORIGINALOWNER,,,FALSE,FALSE,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,OWNER,OWNER,,,FALSE,FALSE,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,OWNERSHIPTYPE,OWNERSHIPTYPE,,,FALSE,FALSE,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,POLICYREADONLYHISTORYID,POLICYREADONLYHISTORYID,,,FALSE,FALSE,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,POLICY_ID,POLICY_ID,,,FALSE,FALSE,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,POLICY_NUMBER,POLICY_NUMBER,,,FALSE,FALSE,VARCHAR(20),VARCHAR(16777216)
