"Table Name","Column Name","Column Data_Type","Data Source Column/Data Movement Column Name","Data Source Column/Data Movement Column Physical_Data_Type","Data Source Table/Data Movement Table Name","Data Source Object Name","Data Source Object Data_Source_Import_Type","Data Source Object Data_Source_Server","Data Source Object Data_Source_System","Data Source Object Data_Source_Type",
DRIVER_AFFINITY,LINE_ID,VARCHAR(16777216),,,,,,,,,
DRIVER_AFFINITY,LINE_CHANGE,FLOAT,,,,,,,,,
DRIVER_AFFINITY,LINE_WRITTEN,FLOAT,,,,,,,,,
DRIVER_AFFINITY,DRIVER_ID,VARCHAR(16777216),,,,,,,,,
DRIVER_AFFINITY,DRIVER_DELETED,BOOLEAN,,,,,,,,,
DRIVER_AFFINITY,EDUCATIONOCCUPATION_ID,VARCHAR(16777216),,,,,,,,,
DRIVER_AFFINITY,EDUCATIONOCCUPATION_DELETED,BOOLEAN,,,,,,,,,
DRIVER_AFFINITY,DRIVERAFFINITIES_ID,VARCHAR(16777216),,,,,,,,,
DRIVER_AFFINITY,DRIVERAFFINITIES_DELETED,BOOLEAN,,,,,,,,,
DRIVER_AFFINITY,AFFINITY_ID,VARCHAR(16777216),,,,,,,,,
DRIVER_AFFINITY,AFFINITY_DELETED,BOOLEAN,,,,,,,,,
DRIVER_AFFINITY,AFFINITYMEMBERKEY,VARCHAR(16777216),,,,,,,,,
DRIVER_AFFINITY,AFFINITYSUBTYPE,VARCHAR(16777216),,,,,,,,,
DRIVER_AFFINITY,AFFINITYTYPE,VARCHAR(16777216),,,,,,,,,
DRIVER_AFFINITY,CLIENTAFFINITYKEY,"NUMBER(38,0)",,,,,,,,,
DRIVER_AFFINITY,GRADELEVEL,VARCHAR(16777216),,,,,,,,,
DRIVER_AFFINITY,RAW_OP_TYPE,VARCHAR(1),,,,,,,,,
DRIVER_AFFINITY,CONFORMED_INGESTION_TS,TIMESTAMP_NTZ(9),,,,,,,,,
DRIVER_AFFINITY,CONFORMED_DIGEST,VARCHAR(16777216),,,,,,,,,
DRIVER_DRIVERPOINTS,POLICY_NUMBER,VARCHAR(16777216),,,,,,,,,
DRIVER_DRIVERPOINTS,POLICYREADONLYHISTORYID,VARCHAR(16777216),,,,,,,,,
DRIVER_DRIVERPOINTS,INCLUDEDELETED,BOOLEAN,,,,,,,,,
DRIVER_DRIVERPOINTS,PRODUCTKIND,VARCHAR(16777216),,,,,,,,,
DRIVER_DRIVERPOINTS,RETRIEVEPOLICY_ID,VARCHAR(16777216),,,,,,,,,
DRIVER_DRIVERPOINTS,DATA_ID,VARCHAR(16777216),,,,,,,,,
DRIVER_DRIVERPOINTS,POLICY_ID,VARCHAR(16777216),,,,,,,,,
DRIVER_DRIVERPOINTS,LINE_ID,VARCHAR(16777216),,,,,,,,,
DRIVER_DRIVERPOINTS,LINE_CHANGE,FLOAT,,,,,,,,,
DRIVER_DRIVERPOINTS,LINE_WRITTEN,FLOAT,,,,,,,,,
DRIVER_DRIVERPOINTS,DRIVER_ID,VARCHAR(16777216),,,,,,,,,
DRIVER_DRIVERPOINTS,DRIVER_DELETED,BOOLEAN,,,,,,,,,
DRIVER_DRIVERPOINTS,DRIVERPOINTS_ID,VARCHAR(16777216),,,,,,,,,
DRIVER_DRIVERPOINTS,DRIVERPOINTS_DELETED,BOOLEAN,,,,,,,,,
DRIVER_DRIVERPOINTS,APPLYDRIVERPOINTS,VARCHAR(16777216),,,,,,,,,
DRIVER_DRIVERPOINTS,DRIVERRANK,"NUMBER(38,0)",,,,,,,,,
DRIVER_DRIVERPOINTS,DRIVERSTOTALNUMBEROFOCCURRENCES,VARCHAR(16777216),,,,,,,,,
DRIVER_DRIVERPOINTS,INEXPERIENCEDDRIVERNEWPOINTSINCEPTIONDATE,DATE,,,,,,,,,
DRIVER_DRIVERPOINTS,NUMBEROFPOINTSDUETOUNVERIFIABLE,FLOAT,,,,,,,,,
DRIVER_DRIVERPOINTS,TOTALDRIVERACCIDENTPOINTS,FLOAT,,,,,,,,,
DRIVER_DRIVERPOINTS,TOTALDRIVERAPCPOINTS,FLOAT,,,,,,,,,
DRIVER_DRIVERPOINTS,TOTALDRIVERSUSPENSIONPOINTS,"NUMBER(38,0)",,,,,,,,,
DRIVER_DRIVERPOINTS,TOTALDRIVERVIOLATIONPOINTS,FLOAT,,,,,,,,,
DRIVER_DRIVERPOINTS,TOTALINEXPERIENCEDOPERATORPOINTS,FLOAT,,,,,,,,,
DRIVER_DRIVERPOINTS,UNVERIFIABLEOTHERTHANINEXPERIENCEINDICATOR,VARCHAR(16777216),,,,,,,,,
DRIVER_DRIVERPOINTS,WAIVEINEXPERIENCEDOPERATORPOINTS,VARCHAR(16777216),,,,,,,,,
DRIVER_DRIVERPOINTS,WAIVEUNVERIFIABLEDUETOINEXPERIENCE,VARCHAR(16777216),,,,,,,,,
DRIVER_DRIVERPOINTS,RAW_OP_TYPE,VARCHAR(1),,,,,,,,,
DRIVER_DRIVERPOINTS,CONFORMED_INGESTION_TS,TIMESTAMP_NTZ(9),,,,,,,,,
DRIVER_DRIVERPOINTS,CONFORMED_DIGEST,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGE,POLICY_NUMBER,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGE,POLICYREADONLYHISTORYID,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGE,INCLUDEDELETED,BOOLEAN,,,,,,,,,
LINE_COVERAGE,PRODUCTKIND,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGE,RETRIEVEPOLICY_ID,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGE,DATA_ID,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGE,POLICY_ID,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGE,LINE_ID,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGE,LINE_CHANGE,FLOAT,,,,,,,,,
LINE_COVERAGE,LINE_WRITTEN,FLOAT,,,,,,,,,
LINE_COVERAGE,COVERAGE_ID,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGE,COVERAGE_DELETED,BOOLEAN,,,,,,,,,
LINE_COVERAGE,ACTION,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGE,CANCELPREM,FLOAT,,,,,,,,,
LINE_COVERAGE,CHANGE,FLOAT,,,,,,,,,
LINE_COVERAGE,COVERAGECODE,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGE,COVERAGELEVEL,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGE,EFFECTIVETYPECODE,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGE,INDICATOR,TINYINT,,,,,,,,,
LINE_COVERAGEINFORMATION,POLICY_NUMBER,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGEINFORMATION,POLICYREADONLYHISTORYID,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGEINFORMATION,INCLUDEDELETED,BOOLEAN,,,,,,,,,
LINE_COVERAGEINFORMATION,PRODUCTKIND,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGEINFORMATION,RETRIEVEPOLICY_ID,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGEINFORMATION,DATA_ID,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGEINFORMATION,POLICY_ID,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGEINFORMATION,LINE_ID,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGEINFORMATION,LINE_CHANGE,FLOAT,,,,,,,,,
LINE_COVERAGEINFORMATION,LINE_WRITTEN,FLOAT,,,,,,,,,
LINE_COVERAGEINFORMATION,COVERAGE_ID,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGEINFORMATION,COVERAGE_DELETED,BOOLEAN,,,,,,,,,
LINE_COVERAGEINFORMATION,COVERAGEINFORMATION_ID,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGEINFORMATION,CAPPEDPREMIUMCOVERAGE,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGEINFORMATION,EXTRARISKRATING,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGEINFORMATION,HOUSEHOLDCOMPOSITEFACTOR,FLOAT,,,,,,,,,
LINE_COVERAGEINFORMATION,RAW_OP_TYPE,VARCHAR(1),,,,,,,,,
LINE_COVERAGEINFORMATION,CONFORMED_INGESTION_TS,TIMESTAMP_NTZ(9),,,,,,,,,
LINE_COVERAGEINFORMATION,CONFORMED_DIGEST,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGERESTRICTION,POLICY_NUMBER,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGERESTRICTION,POLICYREADONLYHISTORYID,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGERESTRICTION,INCLUDEDELETED,BOOLEAN,,,,,,,,,
LINE_COVERAGERESTRICTION,PRODUCTKIND,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGERESTRICTION,RETRIEVEPOLICY_ID,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGERESTRICTION,DATA_ID,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGERESTRICTION,POLICY_ID,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGERESTRICTION,LINE_ID,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGERESTRICTION,CHANGE,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGERESTRICTION,WRITTEN,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGERESTRICTION,COVERAGERESTRICTION_ID,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGERESTRICTION,COVERAGERESTRICTION_DELETED,BOOLEAN,,,,,,,,,
LINE_COVERAGERESTRICTION,COVERAGERESTRICTIONREASON,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGERESTRICTION,COVERAGETORESTRICT,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGERESTRICTION,MAXLIMIT,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGERESTRICTION,MINDEDUCTIBLE,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGERESTRICTION,RESTRICTEDCOVERAGETYPE,VARCHAR(16777216),,,,,,,,,
LINE_COVERAGERESTRICTION,RAW_OP_TYPE,VARCHAR(1),,,,,,,,,
LINE_COVERAGERESTRICTION,CONFORMED_INGESTION_TS,TIMESTAMP_NTZ(9),,,,,,,,,
LINE_COVERAGERESTRICTION,CONFORMED_DIGEST,VARCHAR(16777216),,,,,,,,,
LINE_DISCOUNTS,POLICY_NUMBER,VARCHAR(16777216),,,,,,,,,
LINE_DISCOUNTS,POLICYREADONLYHISTORYID,VARCHAR(16777216),,,,,,,,,
LINE_DISCOUNTS,INCLUDEDELETED,BOOLEAN,,,,,,,,,
LINE_DISCOUNTS,PRODUCTKIND,VARCHAR(16777216),,,,,,,,,
LINE_DISCOUNTS,RETRIEVEPOLICY_ID,VARCHAR(16777216),,,,,,,,,
LINE_DISCOUNTS,DATA_ID,VARCHAR(16777216),,,,,,,,,
LINE_DISCOUNTS,POLICY_ID,VARCHAR(16777216),,,,,,,,,
LINE_DISCOUNTS,LINE_ID,VARCHAR(16777216),,,,,,,,,
LINE_DISCOUNTS,CHANGE,VARCHAR(16777216),,,,,,,,,
LINE_DISCOUNTS,WRITTEN,VARCHAR(16777216),,,,,,,,,
LINE_DISCOUNTS,LINEDISCOUNTS_ID,VARCHAR(16777216),,,,,,,,,
LINE_DISCOUNTS,DISCOUNT_ID,VARCHAR(16777216),,,,,,,,,
LINE_DISCOUNTS,DISCOUNT_DELETED,BOOLEAN,,,,,,,,,
LINE_DISCOUNTS,DISCOUNTTYPE,VARCHAR(16777216),,,,,,,,,
LINE_DISCOUNTS,ISOVERRIDE,VARCHAR(16777216),,,,,,,,,
LINE_DISCOUNTS,OVERRIDEREASON,VARCHAR(16777216),,,,,,,,,
LINE_DISCOUNTS,PREMIUMDISCOUNTSUBTYPE,VARCHAR(16777216),,,,,,,,,
LINE_DISCOUNTS,RATINGAPPLIEDDISCOUNTID,VARCHAR(16777216),,,,,,,,,
LINE_DISCOUNTS,RAW_OP_TYPE,VARCHAR(1),,,,,,,,,
LINE_DISCOUNTS,CONFORMED_INGESTION_TS,TIMESTAMP_NTZ(9),,,,,,,,,
LINE_DISCOUNTS,CONFORMED_DIGEST,VARCHAR(16777216),,,,,,,,,
LINE_POLICYRATINGINFORMATION,POLICY_NUMBER,VARCHAR(16777216),,,,,,,,,
LINE_POLICYRATINGINFORMATION,POLICYREADONLYHISTORYID,VARCHAR(16777216),,,,,,,,,
LINE_POLICYRATINGINFORMATION,INCLUDEDELETED,BOOLEAN,,,,,,,,,
LINE_POLICYRATINGINFORMATION,PRODUCTKIND,VARCHAR(16777216),,,,,,,,,
LINE_POLICYRATINGINFORMATION,RETRIEVEPOLICY_ID,VARCHAR(16777216),,,,,,,,,
LINE_POLICYRATINGINFORMATION,DATA_ID,VARCHAR(16777216),,,,,,,,,
LINE_POLICYRATINGINFORMATION,POLICY_ID,VARCHAR(16777216),,,,,,,,,
LINE_POLICYRATINGINFORMATION,LINE_ID,VARCHAR(16777216),,,,,,,,,
LINE_POLICYRATINGINFORMATION,CHANGE,VARCHAR(16777216),,,,,,,,,
LINE_POLICYRATINGINFORMATION,WRITTEN,VARCHAR(16777216),,,,,,,,,
LINE_POLICYRATINGINFORMATION,POLICYRATINGINFORMATION_ID,VARCHAR(16777216),,,,,,,,,
LINE_POLICYRATINGINFORMATION,APPLIEDAFFINITY,VARCHAR(16777216),,,,,,,,,
LINE_POLICYRATINGINFORMATION,APPLIEDOCCUPATIONCODE,VARCHAR(16777216),,,,,,,,,
LINE_POLICYRATINGINFORMATION,APPLIEDRATETYPE,VARCHAR(16777216),,,,,,,,,
LINE_POLICYRATINGINFORMATION,CONTINUOUSLYINSUREDYEARS,"NUMBER(38,0)",,,,,,,,,
LINE_POLICYRATINGINFORMATION,CREDITSCORETIER,VARCHAR(16777216),,,,,,,,,
LINE_POLICYRATINGINFORMATION,HOUSEHOLDCOMPOSITEINDEX,VARCHAR(16777216),,,,,,,,,
LINE_POLICYRATINGINFORMATION,ISUNVERIFIABLEANDINEXPERIENCEDPOINTSAPPLIED,VARCHAR(16777216),,,,,,,,,
LINE_POLICYRATINGINFORMATION,LASTCHANGEDCREDITSCORETIER,VARCHAR(16777216),,,,,,,,,
LINE_POLICYRATINGINFORMATION,NORTHCAROLINAMANUALBUREAUPREMIUM,FLOAT,,,,,,,,,
LINE_POLICYRATINGINFORMATION,NUMBEROFINEXPERIENCEDDRIVERS,"NUMBER(38,0)",,,,,,,,,
LINE_POLICYRATINGINFORMATION,NUMBEROFYOUTHFULDRIVERS,"NUMBER(38,0)",,,,,,,,,
LINE_POLICYRATINGINFORMATION,OCCUPATIONMARITALCODE,VARCHAR(16777216),,,,,,,,,
LINE_POLICYRATINGINFORMATION,POLICYRATEBOOKDATE,DATE,,,,,,,,,
LINE_POLICYRATINGINFORMATION,POLICYTERMREISSUEINDICATOR,VARCHAR(16777216),,,,,,,,,
LINE_POLICYRATINGINFORMATION,PREMIUMRATEBOOKDATE,DATE,,,,,,,,,
LINE_POLICYRATINGINFORMATION,RATEDCOMPANY,VARCHAR(16777216),,,,,,,,,
LINE_POLICYRATINGINFORMATION,RATINGACTIVITYID,VARCHAR(16777216),,,,,,,,,
LINE_POLICYRATINGINFORMATION,RATINGWRITTENDATE,DATE,,,,,,,,,
LINE_POLICYRATINGINFORMATION,RATINGWRITTENDATEOVERRIDE,VARCHAR(16777216),,,,,,,,,
LINE_POLICYRATINGINFORMATION,RAW_OP_TYPE,VARCHAR(1),,,,,,,,,
LINE_POLICYRATINGINFORMATION,CONFORMED_INGESTION_TS,TIMESTAMP_NTZ(9),,,,,,,,,
LINE_POLICYRATINGINFORMATION,CONFORMED_DIGEST,VARCHAR(16777216),,,,,,,,,
POLICY,POLICY_NUMBER,VARCHAR(16777216),,,,,,,,,
POLICY,POLICYREADONLYHISTORYID,VARCHAR(16777216),,,,,,,,,
POLICY,INCLUDEDELETED,BOOLEAN,,,,,,,,,
POLICY,PRODUCTKIND,VARCHAR(16777216),,,,,,,,,
POLICY,RETRIEVEPOLICY_ID,VARCHAR(16777216),,,,,,,,,
POLICY,DATA_ID,VARCHAR(16777216),,,,,,,,,
POLICY,POLICY_ID,VARCHAR(16777216),,,,,,,,,
POLICY,ACCOUNTID,VARCHAR(16777216),,,,,,,,,
POLICY,AGENTID,VARCHAR(16777216),,,,,,,,,
POLICY,AIPVOLUNTARYRATEINDICATOR,VARCHAR(16777216),,,,,,,,,
POLICY,APPLICATIONORIGINALWRITTENDATE,DATE,,,,,,,,,
POLICY,AVAILABLEVEHICLENUMBERID,VARCHAR(16777216),,,,,,,,,
POLICY,CANCELLATIONDATE,DATE,,,,,,,,,
POLICY,CAPPINGPREVIOUSLOBCODE,VARCHAR(16777216),,,,,,,,,
POLICY,COMPANYINCEPTIONDATE,DATE,,,,,,,,,
POLICY,CONTRACTOVERRIDE,VARCHAR(16777216),,,,,,,,,
POLICY,CONTRACTREVIEWDATE,DATE,,,,,,,,,
POLICY,CONTRACTTYPE,VARCHAR(16777216),,,,,,,,,
POLICY,CONTRACTTYPEASSIGNDATE,DATE,,,,,,,,,
POLICY,CORPORATEINCEPTIONDATE,DATE,,,,,,,,,
POLICY,CTRAUTHORIZATIONSTATUS,VARCHAR(16777216),,,,,,,,,
POLICY,CTRRECEIVEDDATE,DATE,,,,,,,,,
POLICY,CTRSENTDATE,DATE,,,,,,,,,
POLICY,DECLINEOVERRIDE,BOOLEAN,,,,,,,,,
POLICY,DECLINEOVERRIDEUSER,VARCHAR(16777216),,,,,,,,,
POLICY,DECPACKAGETYPECODE,VARCHAR(16777216),,,,,,,,,
POLICY,DEPENDENTS,"NUMBER(38,0)",,,,,,,,,
POLICY,EFFECTIVEDATE,DATE,,,,,,,,,
POLICY,EFFECTIVETYPECODE,VARCHAR(16777216),,,,,,,,,
POLICY,EXPIRATIONDATE,DATE,,,,,,,,,
POLICY,FASTTRACKRENEWALINDICATOR,VARCHAR(16777216),,,,,,,,,
POLICY,GDRNAME,VARCHAR(16777216),,,,,,,,,
POLICY,INCEPTIONDATE,DATE,,,,,,,,,
POLICY,INSURANCETYPE,VARCHAR(16777216),,,,,,,,,
POLICY,ISFULLCOVERAGE,VARCHAR(16777216),,,,,,,,,
POLICY,ISINTERNETSALE,VARCHAR(16777216),,,,,,,,,
POLICY,ISRENEWALQUESTIONNAIREREQUIRED,VARCHAR(16777216),,,,,,,,,
POLICY,ISSHORTTERMPOLICY,VARCHAR(16777216),,,,,,,,,
POLICY,LASTCHANGEDINSURANCETYPE,VARCHAR(16777216),,,,,,,,,
POLICY,LASTCHANGEDLIFESEGMENT,VARCHAR(16777216),,,,,,,,,
POLICY,LASTCHANGEDLOBCODE,VARCHAR(16777216),,,,,,,,,
POLICY,LASTCHANGEDPRIMARYRATINGSTATE,VARCHAR(16777216),,,,,,,,,
POLICY,LASTCHANGEDRISKSEGMENT,VARCHAR(16777216),,,,,,,,,
POLICY,LASTCHANGEDWRITINGCOMPANY,VARCHAR(16777216),,,,,,,,,
POLICY,LEGACYSYSTEMACTIVITYDATE,TIMESTAMP_NTZ(9),,,,,,,,,
POLICY,LIFESEGMENT,VARCHAR(16777216),,,,,,,,,
POLICY,LIFESEGMENTINCEPTIONDATE,DATE,,,,,,,,,
POLICY,LOBCODE,VARCHAR(16777216),,,,,,,,,
POLICY,MINIMUMPREMIUM,FLOAT,,,,,,,,,
POLICY,MINIMUMPREMIUMWRITTEN,FLOAT,,,,,,,,,
POLICY,NONCANCELLABLE,VARCHAR(16777216),,,,,,,,,
POLICY,NONOWNEDAUTOCOVERAGETYPE,VARCHAR(16777216),,,,,,,,,
POLICY,OPTIONFORMRECEIVEDINDICATOR,VARCHAR(16777216),,,,,,,,,
POLICY,OPTIONFORMREQUIREDINDICATOR,VARCHAR(16777216),,,,,,,,,
POLICY,ORIGINALPOLICYEFFECTIVEDATE,DATE,,,,,,,,,
POLICY,PAPERLESSPOLICYSTATUS,VARCHAR(16777216),,,,,,,,,
POLICY,PAPERLESSPOLICYSTATUSDATE,DATE,,,,,,,,,
POLICY,PARTIALPAPERLESSSTATUS,VARCHAR(16777216),,,,,,,,,
POLICY,PAYPLAN,VARCHAR(16777216),,,,,,,,,
POLICY,POLICYBINDERDATETIMESTAMP,TIMESTAMP_NTZ(9),,,,,,,,,
POLICY,POLICYCLAIMSIDENTIFIER,VARCHAR(16777216),,,,,,,,,
POLICY,POLICYNUMBER,VARCHAR(16777216),,,,,,,,,
POLICY,POLICYTERMID,VARCHAR(16777216),,,,,,,,,
POLICY,PREMIUM,FLOAT,,,,,,,,,
POLICY,PREMIUMCHANGE,FLOAT,,,,,,,,,
POLICY,PREMIUMWRITTEN,FLOAT,,,,,,,,,
POLICY,PRIMARYRATINGSTATE,VARCHAR(16777216),,,,,,,,,
POLICY,PRODUCT,VARCHAR(16777216),,,,,,,,,
POLICY,PRORATEDADJUSTMENTAMOUNT,FLOAT,,,,,,,,,
POLICY,PROXYSTATUSCOUNTER,"NUMBER(38,0)",,,,,,,,,
POLICY,RATINGTIER,VARCHAR(16777216),,,,,,,,,
POLICY,REASONAMENDMENTCODE,VARCHAR(16777216),,,,,,,,,
POLICY,REISSUEWITHLAPSEDATE,DATE,,,,,,,,,
POLICY,REISSUEWITHLAPSEEFFECTIVEDATE,DATE,,,,,,,,,
POLICY,RELATIONTOPRIORPOLICYAPPLICANT,VARCHAR(16777216),,,,,,,,,
POLICY,RENEWALSTATUS,VARCHAR(16777216),,,,,,,,,
POLICY,REQUESTEDMAILPACKAGECODE,VARCHAR(16777216),,,,,,,,,
POLICY,RETENTIONKEY,VARCHAR(16777216),,,,,,,,,
POLICY,RETURNEDMAILINDICATOR,VARCHAR(16777216),,,,,,,,,
POLICY,RISKSEGMENT,VARCHAR(16777216),,,,,,,,,
POLICY,RISKSEGMENTINCEPTIONDATE,DATE,,,,,,,,,
POLICY,SALESTYPE,VARCHAR(16777216),,,,,,,,,
POLICY,SOURCEOFADVERTISING,VARCHAR(16777216),,,,,,,,,
POLICY,SOURCEOFBUSINESS,VARCHAR(16777216),,,,,,,,,
POLICY,STATESTANDARDPOLICYINDICATOR,VARCHAR(16777216),,,,,,,,,
POLICY,STATETENURESTARTDATE,DATE,,,,,,,,,
POLICY,STATUS,VARCHAR(16777216),,,,,,,,,
POLICY,SUPPRESSDOCUMENTOUTPUT,VARCHAR(16777216),,,,,,,,,
POLICY,TENUREPOLICYYEARS,VARCHAR(16777216),,,,,,,,,
POLICY,TERM,"NUMBER(38,0)",,,,,,,,,
POLICY,TERMFACTOR,FLOAT,,,,,,,,,
POLICY,TEXASPROXYSTATUS,VARCHAR(16777216),,,,,,,,,
POLICY,UMBRELLAREFERRAL,VARCHAR(16777216),,,,,,,,,
POLICY,WASBALANCEOVERRIDDEN,VARCHAR(16777216),,,,,,,,,
POLICY,WRITINGCOMPANY,VARCHAR(16777216),,,,,,,,,
POLICY,RAW_OP_TYPE,VARCHAR(1),,,,,,,,,
POLICY,CONFORMED_INGESTION_TS,TIMESTAMP_NTZ(9),,,,,,,,,
POLICY,CONFORMED_DIGEST,VARCHAR(16777216),,,,,,,,,
RISK_COVERAGE,POLICY_NUMBER,VARCHAR(16777216),,,,,,,,,
RISK_COVERAGE,POLICYREADONLYHISTORYID,VARCHAR(16777216),,,,,,,,,
RISK_COVERAGE,INCLUDEDELETED,BOOLEAN,,,,,,,,,
RISK_COVERAGE,PRODUCTKIND,VARCHAR(16777216),,,,,,,,,
RISK_COVERAGE,RETRIEVEPOLICY_ID,VARCHAR(16777216),,,,,,,,,
RISK_COVERAGE,DATA_ID,VARCHAR(16777216),,,,,,,,,
RISK_COVERAGE,POLICY_ID,VARCHAR(16777216),,,,,,,,,
RISK_COVERAGE,LINE_ID,VARCHAR(16777216),,,,,,,,,
RISK_COVERAGE,LINE_CHANGE,FLOAT,,,,,,,,,
RISK_COVERAGE,LINE_WRITTEN,FLOAT,,,,,,,,,
RISK_COVERAGE,RISK_ID,VARCHAR(16777216),,,,,,,,,
RISK_COVERAGE,RISK_DELETED,BOOLEAN,,,,,,,,,
RISK_COVERAGE,COVERAGE_ID,VARCHAR(16777216),,,,,,,,,
RISK_COVERAGE,COVERAGE_DELETED,BOOLEAN,,,,,,,,,
RISK_COVERAGE,ACTION,VARCHAR(16777216),,,,,,,,,
RISK_COVERAGE,CANCELPREM,FLOAT,,,,,,,,,
RISK_COVERAGE,CHANGE,FLOAT,,,,,,,,,
RISK_COVERAGE,COVERAGECODE,VARCHAR(16777216),,,,,,,,,
RISK_COVERAGE,COVERAGELEVEL,VARCHAR(16777216),,,,,,,,,
RISK_COVERAGE,EFFECTIVEDATE,DATE,,,,,,,,,
RISK_COVERAGE,EFFECTIVETYPECODE,VARCHAR(16777216),,,,,,,,,
RISK_COVERAGE,INDICATOR,TINYINT,,,,,,,,,
RISK_COVERAGEINFORMATION,POLICY_NUMBER,VARCHAR(16777216),,,,,,,,,
RISK_COVERAGEINFORMATION,POLICYREADONLYHISTORYID,VARCHAR(16777216),,,,,,,,,
RISK_COVERAGEINFORMATION,INCLUDEDELETED,BOOLEAN,,,,,,,,,
RISK_COVERAGEINFORMATION,PRODUCTKIND,VARCHAR(16777216),,,,,,,,,
RISK_COVERAGEINFORMATION,RETRIEVEPOLICY_ID,VARCHAR(16777216),,,,,,,,,
RISK_COVERAGEINFORMATION,DATA_ID,VARCHAR(16777216),,,,,,,,,
RISK_COVERAGEINFORMATION,POLICY_ID,VARCHAR(16777216),,,,,,,,,
RISK_COVERAGEINFORMATION,LINE_ID,VARCHAR(16777216),,,,,,,,,
RISK_COVERAGEINFORMATION,LINE_CHANGE,FLOAT,,,,,,,,,
RISK_COVERAGEINFORMATION,LINE_WRITTEN,FLOAT,,,,,,,,,
RISK_COVERAGEINFORMATION,RISK_ID,VARCHAR(16777216),,,,,,,,,
RISK_COVERAGEINFORMATION,RISK_DELETED,BOOLEAN,,,,,,,,,
RISK_COVERAGEINFORMATION,COVERAGE_ID,VARCHAR(16777216),,,,,,,,,
RISK_COVERAGEINFORMATION,COVERAGE_DELETED,BOOLEAN,,,,,,,,,
RISK_COVERAGEINFORMATION,COVERAGEINFORMATION_ID,VARCHAR(16777216),,,,,,,,,
RISK_COVERAGEINFORMATION,CAPPEDPREMIUMCOVERAGE,VARCHAR(16777216),,,,,,,,,
RISK_COVERAGEINFORMATION,EXTRARISKRATING,VARCHAR(16777216),,,,,,,,,
RISK_COVERAGEINFORMATION,HOUSEHOLDCOMPOSITEFACTOR,FLOAT,,,,,,,,,
RISK_COVERAGEINFORMATION,RAW_OP_TYPE,VARCHAR(1),,,,,,,,,
RISK_COVERAGEINFORMATION,CONFORMED_INGESTION_TS,TIMESTAMP_NTZ(9),,,,,,,,,
RISK_COVERAGEINFORMATION,CONFORMED_DIGEST,VARCHAR(16777216),,,,,,,,,
RISK_RATINGINFORMATION,POLICY_NUMBER,VARCHAR(16777216),,,,,,,,,
RISK_RATINGINFORMATION,POLICYREADONLYHISTORYID,VARCHAR(16777216),,,,,,,,,
RISK_RATINGINFORMATION,INCLUDEDELETED,BOOLEAN,,,,,,,,,
RISK_RATINGINFORMATION,PRODUCTKIND,VARCHAR(16777216),,,,,,,,,
RISK_RATINGINFORMATION,RETRIEVEPOLICY_ID,VARCHAR(16777216),,,,,,,,,
RISK_RATINGINFORMATION,DATA_ID,VARCHAR(16777216),,,,,,,,,
RISK_RATINGINFORMATION,POLICY_ID,VARCHAR(16777216),,,,,,,,,
RISK_RATINGINFORMATION,LINE_ID,VARCHAR(16777216),,,,,,,,,
RISK_RATINGINFORMATION,LINE_CHANGE,FLOAT,,,,,,,,,
RISK_RATINGINFORMATION,LINE_WRITTEN,FLOAT,,,,,,,,,
